,ITEM NAME ,CATEGORY,UOM,QTY,TOTAL COST,UNIT PRICE,RETAIL,WHOLESALE,EXPIRY DATE,SUPPLIER
80279204,ABDOMINOCENTESIS 1-5kg,SURGERY,SERVICING,,,500.00,1500,,,PAWESOME
89649190, ABORTION,CLINIC/LAB/MEDS,SERVICING,,250,250.00,500,,,PAWESOME
84260246,ACCELAC PAW 60ML,CLINIC/LAB/MEDS,BOTTLE,,678,339.00,450,,,PET717
54233959, NUETER CAT MALE,CLINIC/LAB/MEDS,SERVICING,,600,600.00,1000,,,PAWESOME
96672129, PYOMETRA,CLINIC/LAB/MEDS,SERVICING,,250,250.00,500,,,PAWESOME
63892420,5IN1 VACCINE (TOGALABZ),CLINIC/LAB/MEDS,SERVICING,,4749.25,189.97,500,,9 Jun 2026,
38384172,6IN1VACCINE,CLINIC/LAB/MEDS,PIECES,100,"22,764",227.64,600,,16 Sep 2025,NUVETUS
18507591,6IN1VACCINE (TOGALABZ),CLINIC/LAB/MEDS,PIECES,25,,243.84,600,,18 Aug 2026,TOGALABZ AGRO HARVESTERS TRADING
55270939,8IN1VACCINE,CLINIC/LAB/MEDS,PIECES,100,298.9,"29,890.00",750,,12 Aug 2025,NUVETUS
99213916,AMOXICILLIN - INJECTABLE (1 TO 5KG),CLINIC/LAB/MEDS,SERVICING,,,11.8,200,,,
86637510,AMOXICILLIN - INJECTABLE (5.1 TO 10KG),CLINIC/LAB/MEDS,SERVICING,,,28.75,250,,,
39461636,AMOXICILLIN - INJECTABLE (10.1 TO 15KG),CLINIC/LAB/MEDS,SERVICING,,,30.62,300,,,
97346975,AMOXICILLIN - INJECTABLE (15.1 TO 20KG),CLINIC/LAB/MEDS,SERVICING,,,47.5,350,,,
71683249,AMOXICILLIN - INJECTABLE (20.1 TO 25KG),CLINIC/LAB/MEDS,SERVICING,,,59.37,400,,,
13103385,AMOXICILLIN - INJECTABLE (25.1 TO 30KG),CLINIC/LAB/MEDS,SERVICING,,,71.25,450,,,
40719665,AMOXICILLIN - INJECTABLE (30.1 TO 35KG),CLINIC/LAB/MEDS,SERVICING,,,83.12,500,,,
49963427,AMOXICILLIN - INJECTABLE (35.1 TO 40KG),CLINIC/LAB/MEDS,SERVICING,,,95,550,,,
13438142,AMOXICILLIN - INJECTABLE (40.1 TO 45KG),CLINIC/LAB/MEDS,SERVICING,,,106.9,600,,,
81945832,AMOXICILLIN - INJECTABLE (45.1 TO 50KG),CLINIC/LAB/MEDS,PIECES,,,118.75,650,,,
45972058,AMOXICILLIN - MOXYLOR (PRIMECARE),CLINIC/LAB/MEDS,PIECES,,,21.5,250,,1 Oct 2028,PRIMECARE PHARMA
4806523302814,AMOXICILLIN TRIHYDRATE - EPPITREXIL 250MG/5ML SYRUP,CLINIC/LAB/MEDS,PIECES,10,250,25,250,,1 Mar 2028,
31926010,ANTI-RABIES,CLINIC/LAB/MEDS,PIECES,300,50,,350,,13 Jul 2026,NUVETUS
4806529040260,APOQUEL 5.4MG,CLINIC/LAB/MEDS,PIECES,100,7911.6,79.12,140,,1 Mar 2027,NUVETUS
6920092403173,AOZI DOG CAN - CHICKEN & LIVER ,DOG WET FOOD,PCS,,166,83.00,150,,6/20/2025,PET717 (EWA)
89084779,AOZI DOG CAN - BEEF,DOG WET FOOD,PCS,,166,83.00,150,,,PET717 (EWA)
81558957,ATROPINE,CLINIC/LAB/MEDS,SERVICING,,30,,150,,,
55857468,AUTOMATIC WATER/FOOD DISPENSER 3.8L (LARGE),SUPPLY AND ACCESSORIES,PIECES,1,219,219,600,,,
72096307,BABY BOO DIAPER MEDIUM - MALE (10) PER PIECE,SUPPLY AND ACCESSORIES,PIECES,10,170,17.00,21,,,TML
4806535332106,BABY BOO DIAPER MEDIUM - MALE 1 PACK (10),SUPPLY AND ACCESSORIES,PACK,1,170,170.00,220,,,TML
54896161,BAG CARRIER,SUPPLY AND ACCESSORIES,PIECES,1,145,145,250,,,
35954125,BEARING JERKY DOG TREATS ,DOG TREATS,PIECES,,165,15,25,,,PET717 (EWA)
70289695,BESTGUARD CHOKE CHAIN W/O PLATE,SUPPLY AND ACCESSORIES,PIECES,7,210,30,70,,,
40151618,BED MAT NON SLIP BOTTOM,,,,,,,,,
37038724,BIOLINE EAR DROP,SUPPLY AND ACCESSORIES,PIECES,1,120,120.00,200,,,TML
6970117121902,BIOLINE EAR MITE TREATMENT (30ML),CLINIC/LAB/MEDS,PIECES,2,256,128.00,300,,01/13/2028,SOON SOON SALES CORPORATION
26505893,BIOLINE EYE DROP,SUPPLY AND ACCESSORIES,PIECES,1,120,120.00,200,,,TML
6970117120165,BIOLINE TEAR STAIN REMOVER,CLINIC/LAB/MEDS,PIECES,2,196,98.00,250,,7 Feb 2027,SOON SOON SALES CORPORATION
6970117120189,BIOLINE TOOTHPASTE WITH BEEF FLAVOR 100G,SUPPLY AND ACCESSORIES,PIECES,6,600,100.00,250,,,TML
6970117121018,BIOLINE TOOTHPASTE WITH ORANGE FLAVOR 100G,SUPPLY AND ACCESSORIES,PIECES,3,300,100.00,250,,,TML
70962291,BIOLINE TOOTHPASTE WITH ORANGE FLAVOR (MFT),SUPPLY AND ACCESSORIES,PIECES,,,69.00,250,,31 Dec 2026,MAMMONITE FISH TRADING
88126807,BLOOD CHEMISTRY TEST,CLINIC/LAB/MEDS,SERVICING,30,800,,2800,,,NUVETUS
80488453,BOARDING C&D EARLY CHECK IN,BOARDING ,SERVICING,,50,,150,,,PAWESOME 
52106057,BOARDING C&D EARLY CHECK OUT,BOARDING ,SERVICING,,50,,150,,,PAWESOME 
18826227,BOARDING C&D LATE CHECK IN,BOARDING ,SERVICING,,50,,150,,,PAWESOME 
52606045,BOARDING C&D LATE CHECK OUT,BOARDING ,SERVICING,,50,,150,,,PAWESOME 
93770637,BOARDING CAT- C01,BOARDING ,SERVICING,,375,,750,,,PAWESOME 
79168991,BOARDING CAT- C02,BOARDING ,SERVICING,,375,,750,,,PAWESOME 
54842199,BOARDING CAT- C03,BOARDING ,SERVICING,,375,,750,,,PAWESOME 
39699695,BOARDING CAT- C04,BOARDING ,SERVICING,,375,,750,,,PAWESOME 
12384990,BOARDING CAT- C05,BOARDING ,SERVICING,,375,,750,,,PAWESOME 
93459853,BOARDING DOG-DL01 21KG-30KG,BOARDING ,SERVICING,,500,,1000,,,PAWESOME 
10197592,BOARDING DOG-DL01 GIANT 41KG-50KG,BOARDING ,SERVICING,,600,,1600,,,PAWESOME 
59620624,BOARDING DOG-DL01 XL 31KG-40KG,BOARDING ,SERVICING,,550,,1100,,,PAWESOME 
23262768,BOARDING DOG-DL02 21KG-30KG,BOARDING ,SERVICING,,500,,1000,,,PAWESOME 
75717858,BOARDING DOG-DL02 GIANT 41KG-50KG,BOARDING ,SERVICING,,600,,1600,,,PAWESOME 
14602160,BOARDING DOG-DL02 XL 31KG-40KG,BOARDING ,SERVICING,,550,,1100,,,PAWESOME 
12376896,BOARDING DOG-DL03 21KG-30KG,BOARDING ,SERVICING,,500,,1000,,,PAWESOME 
78135895,BOARDING DOG-DL03 GIANT 41KG-50KG,BOARDING ,SERVICING,,600,,1600,,,PAWESOME 
74365579,BOARDING DOG-DL03 XL 31KG-40KG,BOARDING ,SERVICING,,550,,1100,,,PAWESOME 
38578076,BOARDING DOG-DM01 11KG-20KG ,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
72759417,BOARDING DOG-DM02 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
90254086,BOARDING DOG-DM03 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
52350580,BOARDING DOG-DM04 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
62750127,BOARDING DOG-DM05 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
68909468,BOARDING DOG-DM06 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
58888148,BOARDING DOG-DM07 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
88487212,BOARDING DOG-DM08 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
30892002,BOARDING DOG-DM09 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
16155121,BOARDING DOG-DM10 11KG-20KG,BOARDING ,SERVICING,,400,,850,,,PAWESOME 
58886946,BOARDING DOG-DS01 10KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
37442415,BOARDING DOG-DS02 10KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
30487161,BOARDING DOG-DS03 10KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
94558142,BOARDING DOG-DS04 10 KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
25610604,BOARDING DOG-DS05 10KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
32404975,BOARDING DOG-DS06 10KG BELOW,BOARDING ,SERVICING,,300,,750,,,PAWESOME 
23698406,BREATHABLE MOUTH COVER ADJUSTABLE MUZZLE - BLACK #3,SUPPLY AND ACCESSORIES,PIECES,2,118,59,220,,,
32115758,BREATHABLE MOUTH COVER ADJUSTABLE MUZZLE - BLACK #5,SUPPLY AND ACCESSORIES,PIECES,2,158,79.00,290,,,PET & HOME.PH
49331455,BREATHABLE MOUTH COVER ADJUSTABLE MUZZLE - BLACK #2,SUPPLY AND ACCESSORIES,PIECES,1,,49,200,,,PET & HOME.PH
43362448,BREATHABLE MOUTH COVER ADJUSTABLE MUZZLE - BLACK #6,SUPPLY AND ACCESSORIES,PIECES,1,,85,300,,,PET & HOME.PH
44354121,BREATHABLE MOUTH COVER ADJUSTABLE MUZZLE - BLACK #7,SUPPLY AND ACCESSORIES,PIECES,1,,89,320,,,PET & HOME.PH
8595602555765,BRIT CARE CAT TREATS - CALMING,CAT TREATS,PIECES,,218,109,150,,,PETPLAY'CE
8595602555772,BRIT CARE CAT TREATS - DIGESTIVE,CAT TREATS,PIECES,,218,109,150,,,PETPLAY'CE
8595602557424,BRIT DOG CAN - DUCK,WET DOG FOOD,PIECES,,234,117,190,,,PET717 (EWA)
8595602557479,BRIT DOG CAN - TURKEY,WET DOG FOOD,PIECES,,234,117,190,,,PET717 (EWA)
20272050,CALCIUM GLUCONATE INJECTABLE,CLINIC/LAB/MEDS,SERVICING,,550,55,150,,1 Jan 2027,I-PROTECT
13617721,CANGLOB - D. INJECTION 1 TO 2.5KG,INJECTABLE MEDICATION,SERVICING,,250,600,600,,,
14597398,CANGLOB - D. INJECTION 2.6 TO 5KG,INJECTABLE MEDICATION,SERVICING,,500,950,950,,,
89638279,CANGLOB - D. INJECTION 5.1 TO 7.5KG,INJECTABLE MEDICATION,SERVICING,,800,1350,1350,,,
24391702,CANGLOB - D. INJECTION 7.6 TO 10KG,INJECTABLE MEDICATION,SERVICING,,1100,1750,1750,,,
84652645,CANGLOB - D. INJECTION 10.1 TO 13KG,INJECTABLE MEDICATION,SERVICING,,1400,2350,2350,,,
27120309,CANGLOB - D. INJECTION 13.1 TO 16KG,INJECTABLE MEDICATION,SERVICING,,1700,2850,2850,,,
92654532,CANGLOB - D. INJECTION 16.1 TO 19KG,INJECTABLE MEDICATION,SERVICING,,2000,3350,3350,,,
50547999,CANGLOB - D. INJECTION 19.1 TO 22KG,INJECTABLE MEDICATION,SERVICING,,2300,3750,3750,,,
37681289,CANGLOB - D. INJECTION 22.1 TO 25KG,INJECTABLE MEDICATION,SERVICING,,2600,4150,4150,,,
34697702,CANGLOB - D. INJECTION 25.1 TO 28KG,INJECTABLE MEDICATION,SERVICING,,2900,4550,4550,,,
30423985,CANGLOB - D. INJECTION 28.1 TO 31KG,INJECTABLE MEDICATION,SERVICING,,3300,4950,4950,,,
63354324,CANGLOB - D. INJECTION 31.1 TO 34KG,INJECTABLE MEDICATION,SERVICING,,3700,5350,5350,,,
46031105,CANGLOB - D. INJECTION 34.1 TO 37KG,INJECTABLE MEDICATION,SERVICING,,4000,5850,5850,,,
11458456,CANGLOB - D. INJECTION 37.1 TO 40KG,INJECTABLE MEDICATION,SERVICING,,4300,6350,6350,,,
55744140,CANGLOB - D. INJECTION 40.1 TO 43KG,INJECTABLE MEDICATION,SERVICING,,4600,6950,6950,,,
75520137,CANGLOB - D. INJECTION 43.1 TO 46KG,INJECTABLE MEDICATION,SERVICING,,4900,7550,7550,,,
85343184,CANGLOB - D. INJECTION 46.1 TO 50KG,INJECTABLE MEDICATION,SERVICING,,5200,8150,8150,,,
21293894,CANGLOB - P. INJECTION 1 TO 2.5KG,INJECTABLE MEDICATION,SERVICING,,350,,700,,,
67565047,CANGLOB - P. INJECTION 2.6 TO 5KG,INJECTABLE MEDICATION,SERVICING,,600,,1000,,,
44285005,CANGLOB - P. INJECTION 5.1 TO 7.5KG,INJECTABLE MEDICATION,SERVICING,,900,,1450,,,
97849780,CANGLOB - P. INJECTION 7.6 TO 10KG,INJECTABLE MEDICATION,SERVICING,,1200,,1850,,,
99449711,CANGLOB - P. INJECTION 10.1 TO 13KG,INJECTABLE MEDICATION,SERVICING,,1500,,2450,,,
20403577,CANGLOB - P. INJECTION 13.1 TO 16KG,INJECTABLE MEDICATION,SERVICING,,1800,,2950,,,
87925159,CANGLOB - P. INJECTION 16.1 TO 19KG,INJECTABLE MEDICATION,SERVICING,,2000,,3450,,,
32095159,CANGLOB - P. INJECTION 19.1 TO 22KG,INJECTABLE MEDICATION,SERVICING,,2400,,3850,,,
69734915,CANGLOB - P. INJECTION 22.1 TO 25KG,INJECTABLE MEDICATION,SERVICING,,2700,,4250,,,
83177729,CANGLOB - P. INJECTION 25.1 TO 28KG,INJECTABLE MEDICATION,SERVICING,,3000,,4650,,,
36242290,CANGLOB - P. INJECTION 28.1 TO 31KG,INJECTABLE MEDICATION,SERVICING,,3400,,5100,,,
70907032,CANGLOB - P. INJECTION 31.1 TO 34KG,INJECTABLE MEDICATION,SERVICING,,3800,,5450,,,
26737249,CANGLOB - P. INJECTION 34.1 TO 37KG,INJECTABLE MEDICATION,SERVICING,,4100,,5950,,,
27702918,CANGLOB - P. INJECTION 37.1 TO 40KG,INJECTABLE MEDICATION,SERVICING,,4400,,6450,,,
16778641,CANGLOB - P. INJECTION 40.1 TO 43KG,INJECTABLE MEDICATION,SERVICING,,4700,,7000,,,
25910414,CANGLOB - P. INJECTION 43.1 TO 46KG,INJECTABLE MEDICATION,SERVICING,,5000,,7650,,,
63576535,CANGLOB - P. INJECTION 46.1 TO 50KG,INJECTABLE MEDICATION,SERVICING,,5300,,8250,,,
65217764,CASTRATION DOG 1-5 kg,SURGERY,SERVICING,,1000,"1,000.00",3000,,,PAWESOME
51194628,CASTRATION DOG 5 - 10 kg,SURGERY,SERVICING,,1700,"1,700.00",3500,,,PAWESOME
26633046,CASTRATION DOG 10 -15kg,SURGERY,SERVICING,,2000,"2,000.00",4000,,,PAWESOME
63231069,CASTRATION DOG 15.1 -20kg,SURGERY,SERVICING,,2300,"2,300.00",4500,,,PAWESOME
20362973,CASTRATION DOG 20.1 -25kg,SURGERY,SERVICING,,2500,"2,500.00",5500,,,PAWESOME
11646891,CASTRATION DOG  25.1 -30kg,SURGERY,SERVICING,,3000,"3,000.00",6500,,,PAWESOME
69408632,CASTRATION DOG  30.1 -35kg,SURGERY,SERVICING,,3500,"3,500.00",7500,,,PAWESOME
27643891,CASTRATION DOG  35.1 -40kg,SURGERY,SERVICING,,4000,"4,000.00",8500,,,PAWESOME
56623604,CASTRATION DOG  40.1 -45kg,SURGERY,SERVICING,,4500,"4,500.00",9500,,,PAWESOME
74003853,CAT AND DOG BED LARGE - RED,SUPPLY AND ACCESSORIES,PIECES,1,300,300,810,,,OLD STORE IN BULACAN
84601544,CAT AND DOG FLUFFY ROUND MAT LARGE,SUPPLY AND ACCESSORIES,PIECES,2,300,150,600,,,PET & HOME.PH
32763058,CAT COLLAR,SUPPLY AND ACCESSORIES,PIECES,1,100,100,290,,,
68249939,CAT COLLAR LEASH W/BELL,SUPPLY AND ACCESSORIES,PIECES,4,280,70,130,,,
77220653,CAT DAYCARE - ALL SIZES,DAYCARE,SERVICING,,100,,300,,,PAWESOME 
44600785,CAT DAYCARE - WHOLE DAY,DAYCARE,SERVICING,,250,,500,,,PAWESOME 
0011217092924,CAT HARNESS + LEAD SET BLUE,SUPPLY AND ACCESSORIES,PIECES,3,330,110.00,210,,,PET  DISCOUNT INC
27428481,CAT HARNESS + LEAD SET GREEN,SUPPLY AND ACCESSORIES,PIECES,3,330,110.00,210,,,PET  DISCOUNT INC
82926915,CAT HARNESS + LEAD SET RED,SUPPLY AND ACCESSORIES,PIECES,2,330,110.00,210,,,PET  DISCOUNT INC
78361614,CAT LITTER BOX PINK,SUPPLY AND ACCESSORIES,PIECES,1,300,300.00,700,,,PAWESOME
83410246,CAT SCRATCHBOARD ROUND,SUPPLY AND ACCESSORIES,PIECES,2,290,145,350,,,PET & HOME.PH
55919593,CAT STICK TOY CS - LARGE,SUPPLY AND ACCESSORIES,PIECES,10,450,45,90,,,
41184417,CAT STICK TOY CS - SMALL,SUPPLY AND ACCESSORIES,PIECES,6,180,30,80,,,
97358930,"CAT/DOG, PUPPY/KITTEN LEASH KITTY NYLON – GREEN",SUPPLY AND ACCESSORIES,PIECES,3,84,28,150,,,
24872690,"CAT/DOG, PUPPY/KITTEN LEASH KITTY NYLON – PINK",SUPPLY AND ACCESSORIES,PIECES,3,84,28,150,,,
6914973705906,CATSAN LITTER SAND - 3 LITERS,SUPPLY AND ACCESSORIES,PIECES,3,495,165.00,195,,,PEDIGREE AND WHISKAS
6914973108462,CATSAN LITTER SAND - 5 LITERS,SUPPLY AND ACCESSORIES,PIECES,3,666,222.00,262,,,PEDIGREE AND WHISKAS
59367291,CBC TEST,CLINIC/LAB/MEDS,SERVICING,,250,,850,,,NUVETUS
89587607,CDV TEST KIT,CLINIC/LAB/MEDS,PIECES,50,198,,1000,,1 Nov 2026,NUVETUS
4800301902531,CEFALEXIN - DIACEF 250MG CAP,CLINIC/LAB/MEDS,PIECES,,220,2.2,20,,1 Jan 2027,PRIMECARE PHARMA
4800301902524,CEFALEXIN - DIACEF 250MG/5ML SYRUP,CLINIC/LAB/MEDS,PIECES,10,260,26,250,,1 Mar 2028,PRIMECARE PHARMA
490239785822,CESAR DOG - AUSTRALIAN BEEF (85G),WET DOG FOOD,PIECES,6,445,74.17,90,,,PEDIGREE AND WHISKAS
4902397858478,CESAR DOG - AUSTRALIAN TURKEY (85G),WET DOG FOOD,PIECES,6,445,74.17,95,,,PEDIGREE AND WHISKAS
8906117651871,CETIRIZINE 10MG TABLET - CETIRILIFE,CLINIC/LAB/MEDS,PIECES,1000,650,0.65,10,,1 Jul 2027,PRIMECARE PHARMACEUTICAL DISTRIBUTORS
4800338137180,CETIRIZINE 5MG/5ML SYRUP - REGICET,CLINIC/LAB/MEDS,PIECES,10,180,18.00,150,,1 Nov 2027,PRIMECARE PHARMACEUTICAL DISTRIBUTORS
55314770,CHW TEST KIT,CLINIC/LAB/MEDS,PIECES,50,270,,1000,,1 May 2026,NUVETUS
57203614,CLIP RIBBON SMALL,SUPPLY AND ACCESSORIES,PIECES,7,140,20,60,,,
4806524280005,COATSHINE 120ML,CLINIC/LAB/MEDS,PIECES,11,385,,500,,1 Aug 2027,NUVETUS
4806524280012,COATSHINE 60ML,CLINIC/LAB/MEDS,PIECES,11,220,,380,,1 Jul 2027,NUVETUS
74346493,COATSHINE 60ML (PET717),,,,,,,,,PETPLAY'CE
37989743,COFORTA - INJECTION 1 TO 5KG,CLINIC/LAB/MEDS,SERVICING,,5.08,,100,,17 Jul 2026,NUVETUS
40878676,COFORTA - INJECTION 5.1 TO 10KG,CLINIC/LAB/MEDS,SERVICING,,10.6,,150,,,NUVETUS
93549141,COFORTA - INJECTION 10.1 TO 15KG,CLINIC/LAB/MEDS,SERVICING,,15.9,,200,,,NUVETUS
53174833,COFORTA - INJECTION 15.1 TO 20KG,CLINIC/LAB/MEDS,SERVICING,,21.2,,300,,,NUVETUS
84067050,COFORTA - INJECTION 20.1 TO 25KG,CLINIC/LAB/MEDS,SERVICING,,26.5,,400,,,NUVETUS
64072289,COFORTA - INJECTION 25.1 TO 30KG,CLINIC/LAB/MEDS,SERVICING,,31.8,,500,,,NUVETUS
80182016,COFORTA - INJECTION 30.1 TO 35KG,CLINIC/LAB/MEDS,SERVICING,,37.1,,600,,,NUVETUS
16438309,COFORTA - INJECTION 35.1 TO 40KG,CLINIC/LAB/MEDS,SERVICING,,42.4,,700,,,NUVETUS
80530800,COFORTA - INJECTION 40.1 TO 45KG,CLINIC/LAB/MEDS,SERVICING,,47.7,,800,,,NUVETUS
14597381,COFORTA - INJECTION 45.1 TO 50KG,CLINIC/LAB/MEDS,SERVICING,,53,,900,,,NUVETUS
61210509,COLLAR  BLUE (NECK 25-33CM) S,SUPPLY AND ACCESSORIES,PIECES,2,50,25.00,75,,,PET & HOME PH
37877415,COLLAR  BLUE (NECK 36-46CM) L,SUPPLY AND ACCESSORIES,PIECES,1,55,55.00,125,,,PET & HOME PH
56009477,COLLAR  BLUE (NECK 45-53CM) 2XL,SUPPLY AND ACCESSORIES,PIECES,2,150,75.00,175,,,PET & HOME PH
88610870,COLLAR  BLUE (NECK 47-57CM) XL,SUPPLY AND ACCESSORIES,PIECES,2,150,75.00,150,,,PET & HOME PH
57055503,COLLAR  RED L,SUPPLY AND ACCESSORIES,PIECES,2,110,55.00,125,,,PET & HOME PH
29162895,COLLAR  RED M,SUPPLY AND ACCESSORIES,PIECES,2,70,35.00,105,,,PET & HOME PH
41382578,COLLAR  RED S,SUPPLY AND ACCESSORIES,PIECES,2,50,25.00,75,,,PET & HOME PH
64216331,COLLAR  RED XL,SUPPLY AND ACCESSORIES,PIECES,2,150,75.00,150,,,PET & HOME PH
18976908,COLLAR BLUE (NECK 32-40CM) M,SUPPLY AND ACCESSORIES,PIECES,2,70,35.00,105,,,PET & HOME PH
58336151,COLLAR RED 2XL,SUPPLY AND ACCESSORIES,PIECES,2,170,85.00,175,,,PET & HOME PH
39844378,CONSULTATION,CLINIC/LAB/MEDS,SERVICING,,200,,450,,,PAWESOME 
87219090503,CONVENIA (ANTIBIOTIC INJECTION) 1-5KG,CLINIC/LAB/MEDS,SERVICING,,659.55,659.55,1300,,,NUVETUS
97234258,CONVENIA (ANTIBIOTIC INJECTION) 10.1-15KG,CLINIC/LAB/MEDS,SERVICING,,1978.65,"1,978.65",2300,,,NUVETUS
27099315,CONVENIA (ANTIBIOTIC INJECTION) 15.1-20KG,CLINIC/LAB/MEDS,SERVICING,,2638.2,"2,638.20",2900,,,NUVETUS
35994947,CONVENIA (ANTIBIOTIC INJECTION) 20.1-25KG,CLINIC/LAB/MEDS,SERVICING,,3297.75,"3,297.75",3500,,,NUVETUS
91983152,CONVENIA (ANTIBIOTIC INJECTION) 25.1-30KG,CLINIC/LAB/MEDS,SERVICING,,3957.3,"3,957.30",4300,,,NUVETUS
30821828,CONVENIA (ANTIBIOTIC INJECTION) 5.1-10KG,CLINIC/LAB/MEDS,SERVICING,,1319.1,"1,319.10",1500,,,NUVETUS
9311697101255,COSI PET'S MILK,CLINIC/LAB/MEDS,PIECES,6,145,870.00,250,,07/26/2025,TML
79439527,COTTON BUDS FOR DOG & CAT,SUPPLY AND ACCESSORIES,PIECES,2,170,85,200,,,
95578293,CPV/CCV TEST KIT,CLINIC/LAB/MEDS,PIECES,50,414,,1200,,1 Jun 2026,NUVETUS
55137867,CYSTOPRO PER PIECE,CLINIC/LAB/MEDS,PIECES,,2124,70.80,95,,1 Apr 2026,GALAXYPET1928LB.PH
91342539,DEMATTING/DESHEDDING - MILD,GROOMING,SERVICING,,,175.00,,,,
89207697,DEMATTING/DESHEDDING - MODERATE,GROOMING,SERVICING,,,350.00,,,,
33170305,DEMATTING/DESHEDDING - SEVERE,GROOMING,SERVICING,,,500.00,,,,
65340271,DEWORMING 1-3KG,CLINIC/LAB/MEDS,SERVICING,,50,,250,,,NUVETUS
25146325,DEWORMING 10.1KG-15KG,CLINIC/LAB/MEDS,SERVICING,,150,,400,,,NUVETUS
16123649,DEWORMING 15.1KG-20KG,CLINIC/LAB/MEDS,SERVICING,,200,,450,,,NUVETUS
89739433,DEWORMING 20.1KG-25KG,CLINIC/LAB/MEDS,SERVICING,,250,,500,,,NUVETUS
76638794,DEWORMING 25.1KG-30KG,CLINIC/LAB/MEDS,SERVICING,,300,,550,,,NUVETUS
19891705,DEWORMING 3.1-6KG,CLINIC/LAB/MEDS,SERVICING,,50,50.00,300,,,NUVETUS
79078832,DEWORMING 30.1KG-35KG,CLINIC/LAB/MEDS,SERVICING,,350,,600,,,NUVETUS
86499521,DEWORMING 35.1KG-40KG,CLINIC/LAB/MEDS,SERVICING,,400,,650,,,NUVETUS
85184794,DEWORMING 40.1KG-45KG,CLINIC/LAB/MEDS,SERVICING,,450,,700,,,NUVETUS
30724662,DEWORMING 45.1KG-50KG,CLINIC/LAB/MEDS,SERVICING,,500,,750,,,NUVETUS
85605848,DEWORMING 50.1KG-55KG,CLINIC/LAB/MEDS,SERVICING,,550,,800,,,NUVETUS
66698036,DEWORMING 6.1KG-10KG,CLINIC/LAB/MEDS,SERVICING,,60,,350,,,NUVETUS
26232515,DEXAMETHASONE INJECTABLE 1 TO 5KG,CLINIC/LAB/MEDS,SERVICING,,998,6.68,50,,1 May 2028,I-PROTECT
93829335,DEXAMETHASONE INJECTABLE 6 TO 10KG,CLINIC/LAB/MEDS,SERVICING,,,12.48,100,,,I-PROTECT
11524403,DEXAMETHASONE INJECTABLE 11 TO 15KG,CLINIC/LAB/MEDS,SERVICING,,,18.71,150,,,I-PROTECT
52519611,DEXAMETHASONE INJECTABLE 16 TO 20KG,CLINIC/LAB/MEDS,SERVICING,,,24.95,200,,,I-PROTECT
43511167,DEXAMETHASONE INJECTABLE 21 TO 25KG,CLINIC/LAB/MEDS,SERVICING,,,31.19,250,,,I-PROTECT
20131692,DEXAMETHASONE INJECTABLE 26 TO 30KG,CLINIC/LAB/MEDS,SERVICING,,,37.43,300,,,I-PROTECT
88071947,DEXTROLYTE DEXTROSE POWDER (PAWSITIVITYPH),CLINIC/LAB/MEDS,PIECES,,255,5.50,15,,1 Mar 2028,PAWSITIVITYPH
58214107,DFS (DIRECT FECAL SMEAR) TEST,CLINIC/LAB/MEDS,SERVICING,,100,,300,,,PAWESOME 
4806533600108,DIPHENHYDRAMINE INJECTABLE,CLINIC/LAB/MEDS,SERVICING,,475,47.50,200,,1 Jul 2026,I-PROTECT
97126744,DOCTORS FEE,CLINIC/LAB/MEDS,SERVICING,,150,100.00,350,,,PAWESOME 
35012627,DOCTORS VISIT FEE ,CLINIC/LAB/MEDS,SERVICING,,300,300.00,600,,,PAWESOME
88754437,DOG COLLAR W/ BELLS,SUPPLY AND ACCESSORIES,PIECES,2,120,60,120,,,
78921542,DOG DAYCARE - WHOLE DAY (ALL SIZES),DAYCARE,SERVICING,,200,,600,,,PAWESOME 
13617714,DOG DAYCARE -DGIANT 41KG-50.9KG,DAYCARE,SERVICING,,300,,500,,,PAWESOME 
55044387,DOG DAYCARE-DL 21KG-30.9KG,DAYCARE,SERVICING,,200,,400,,,PAWESOME 
66742609,DOG DAYCARE-DM 11KG-20.9KG ,DAYCARE,SERVICING,,150,,350,,,PAWESOME 
10076293,DOG DAYCARE-DS 10.9KG BELOW,DAYCARE,SERVICING,,100,,300,,,PAWESOME 
77692412,DOG DAYCARE-DXL 31KG-40.9KG,DAYCARE,SERVICING,,250,,450,,,PAWESOME 
15747938,DOG SHOES PLASTIC,SUPPLY AND ACCESSORIES,PIECES,1,100,100,210,,,
